ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize
1.5887499666722085,2.0760942662383948,0.8101579745265006,-1.2937399188895102,2.567682413959125,4/14/2005 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,Classic Cars,1.7078699661706145,S18_3232,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large
1.664779763422802,2.5966945712350187,0.8101579745265006,0.5997097815965698,2.567682413959125,5/3/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,1.7078699661706145,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
1.7408095601733957,-0.006306953748099373,0.8101579745265006,-0.1103338560857102,1.3906058422491248,5/17/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,1.7078699661706145,S18_3232,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
1.8059779573881902,-0.7351473807433724,0.8101579745265006,0.3630285690358098,0.15820602767005068,5/31/2005 0:00,In Process,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,1.7078699661706145,S18_3232,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
-1.6696698940675183,0.30605322924987477,0.8101579745265006,1.5464346318396098,0.46833038979481223,2/11/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
-1.5393330996379293,-1.4639878077386455,0.6019351873859904,0.1263473564750498,-0.8706670935624236,4/16/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
-1.4198577047441394,0.618413412247849,0.8101579745265006,-0.5836962812072303,0.7612082933710478,6/6/2003 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-1.2677981112429522,-1.3598677467393208,0.701584664088949,0.8363909941573299,-0.7897947182789484,8/8/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
-1.148322716349162,-0.6310273197440477,0.2519225975736091,0.5997097815965698,-0.5462650202749176,9/28/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
-1.017985921919573,1.5554939612417713,0.8101579745265006,-1.2937399188895102,1.0542248155022613,10/22/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
-0.8876491274899839,-0.6310273197440477,0.8101579745265006,1.0730722067180898,-0.25917444136901785,11/7/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium
-0.8007579312035913,1.4513739002424466,-0.1481626148606564,1.0730722067180898,0.2504277971423579,11/14/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
-0.6812825363098013,-0.006306953748099373,0.8101579745265006,-0.8203774937679902,0.026281593742765185,11/26/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Trains,-0.01639399371471198,S18_3259,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
-0.5509457418802122,1.347253839243122,0.8101579745265006,1.0730722067180898,1.210205344491372,1/2/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
-0.40974754791482404,-1.255747685739996,-0.1481626148606564,-0.3470150686464702,-0.9609944094500299,2/18/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
-0.29027215302103404,1.347253839243122,0.6019351873859904,0.3630285690358098,0.623294382714083,3/20/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
-0.11648976044824859,0.7225334732471737,0.8101579745265006,1.7831158444003699,0.9028533534661728,5/7/2004 0:00,Cancelled,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium
0.15504522794672865,1.2431337782437972,0.8101579745265006,2.0197970569611297,1.1154999925757072,7/21/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
0.25279782376892046,0.09781310725122534,0.8101579745265006,-0.8203774937679902,0.3787019424552202,8/20/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
0.37227321866271046,-1.3598677467393208,0.8101579745265006,-0.1103338560857102,-0.6359165707070059,9/9/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
0.5134714126280986,0.5142933512485242,0.40164469689845256,1.0730722067180898,0.08730263679875105,10/14/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
0.6003626089144913,-1.255747685739996,0.8101579745265006,-0.8203774937679902,-0.5992635144615458,10/22/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
0.7306994033440805,-0.3186671367460735,0.8101579745265006,-0.1103338560857102,0.1665924502462259,11/9/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
0.8393133987020713,-1.4639878077386455,0.8101579745265006,0.1263473564750498,-0.7444029172967439,11/20/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
0.9913729922032586,0.618413412247849,0.46510307012222707,-1.0570587063287502,0.17061238834059092,12/2/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Trains,-0.01639399371471198,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1.2303237819908386,-1.0475075637413465,0.05212787562688147,-0.3470150686464702,-0.809472777312715,1/26/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Trains,-0.01639399371471198,S18_3259,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
1.3497991768846285,-0.9433875027420218,0.8101579745265006,1.3097534192788498,-0.10325167011114811,2/22/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Trains,-0.01639399371471198,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1.4909973708500166,-1.1516276247406712,0.3019952201954939,-0.5836962812072303,-0.7885355997378974,3/23/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Trains,-0.01639399371471198,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1.6865025624944003,1.347253839243122,0.8101579745265006,1.7831158444003699,1.322209136913679,5/6/2005 0:00,On Hold,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Trains,-0.01639399371471198,S18_3259,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium
-1.6370856954601212,-0.9433875027420218,-0.7589494571394864,0.5997097815965698,-1.0062244887847602,3/3/2003 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
-1.485026101958934,-1.4639878077386455,-0.5199890204687101,1.5464346318396098,-1.14514915973844,5/8/2003 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
-1.3438279079935458,1.0348936562451478,-0.28053281525712365,0.8363909941573299,-0.0053407641116145965,7/2/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
-1.2134911135639566,0.09781310725122534,0.11806509155471027,0.8363909941573299,-0.2436260601189739,9/5/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium
-1.0831543191343675,-1.4639878077386455,-0.12139111365687694,-0.3470150686464702,-1.0476310063113443,10/10/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small
-0.9745403237763767,-0.3186671367460735,-0.6394692388040979,-0.3470150686464702,-0.7248172706329625,11/4/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
-0.8442035293467876,-0.526907258744723,-0.0415723785863481,2.4931594820826497,-0.5975885402555604,11/12/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
-0.7355895339887967,0.09781310725122534,0.5563244816314024,-0.1103338560857102,-0.05981785621800923,11/20/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
-0.6052527395592077,-0.2145470757467488,0.11806509155471027,1.0730722067180898,-0.3927103159979238,12/2/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
-0.5183615432728149,-0.006306953748099373,-0.28053281525712365,-0.3470150686464702,-0.4558510677904498,1/15/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
-0.36630194977162767,0.20193316825055005,0.5964817334370723,1.3097534192788498,0.012292671236225057,2/22/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
-0.22510375580623948,0.618413412247849,-0.5199890204687101,-0.1103338560857102,-0.2999225207594562,4/9/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
-0.07304416230505223,-1.5681078687379701,-0.3603515503276525,-1.0570587063287502,-1.1502145127682648,5/26/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
0.06815403166033593,1.0348936562451478,0.1577265748195692,-1.0570587063287502,0.22441949076459147,7/2/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
0.18762942655412593,0.30605322924987477,-0.6791307220689575,-0.1103338560857102,-0.49715939717392454,8/2/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Small
0.3071048214479159,0.8266535342464983,-0.6394692388040979,2.0197970569611297,-0.27525419374647786,8/30/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
0.4483030154133041,1.4513739002424466,-0.2408713319922647,0.3630285690358098,0.1975043880063429,10/4/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Classic Cars,-0.516180648753937,S18_3278,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
0.556917010771295,-0.8392674417426971,-0.16105259692173587,1.5464346318396098,-0.7786763550150797,10/16/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
0.6546696065934868,1.1390137172444725,-0.4798317686630402,-1.2937399188895102,-0.06709533035435959,11/3/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium
0.7632836019514777,0.30605322924987477,-1.217535357389419,0.8363909941573299,-0.7355140024587729,11/15/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
0.9044817959168658,-1.0475075637413465,-0.8387681922100152,-0.3470150686464702,-1.068949384912352,11/24/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,-0.516180648753937,S18_3278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
1.1325711861686467,1.1390137172444725,-1.1580431324921305,0.8363909941573299,-0.4305531815069459,1/6/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Classic Cars,-0.516180648753937,S18_3278,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
1.295492179205633,-1.3598677467393208,0.8101579745265006,-0.5836962812072303,-0.6094866328911808,2/10/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Classic Cars,-0.516180648753937,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
1.425828973635222,0.5142933512485242,0.8101579745265006,0.5997097815965698,1.1391864381575907,3/4/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Classic Cars,-0.516180648753937,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
-1.6913926931391166,1.1390137172444725,0.8101579745265006,2.2564782695218897,0.735009386480186,1/29/2003 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
-1.6045014968527238,0.41017329024919946,0.8101579745265006,-0.5836962812072303,0.38097182129298685,3/25/2003 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium
-1.4415805038157374,0.30605322924987477,-0.06536926854526304,2.2564782695218897,-0.225443926324346,5/28/2003 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
-1.3003823098503493,-0.526907258744723,0.8101579745265006,-0.3470150686464702,-0.24480431783628773,7/16/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
-1.1917683144923585,0.7225334732471737,0.5250910635603261,-1.0570587063287502,0.25370266050371565,9/12/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium
-1.0397087209911713,0.8266535342464983,0.8101579745265006,-0.1103338560857102,0.8503053695832232,10/20/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium
-0.9310947256331803,-0.6310273197440477,0.574172149100589,-0.5836962812072303,-0.43739169688586577,11/5/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
-0.8333421298109885,-0.2145470757467488,0.13145084215660002,-1.2937399188895102,-0.38756410214436177,11/12/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
-0.7138667349171985,-0.3186671367460735,-0.21261252516605225,-0.3470150686464702,-0.5656831695181002,11/21/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
-0.5726685409518104,-0.7351473807433724,0.18053192769686285,1.0730722067180898,-0.6208071482143925,12/5/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Vintage Cars,-0.04138332646667323,S18_3320,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
-0.47491594512961854,0.618413412247849,0.8101579745265006,0.3630285690358098,0.5987588984829589,1/29/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium
-0.3445791507000295,-0.2145470757467488,0.8101579745265006,-1.2937399188895102,0.08531577084406489,3/2/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
-0.15993535859144495,0.09781310725122534,0.03328867107607364,-0.3470150686464702,-0.2791817194708573,4/29/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.018737164626056783,-0.9433875027420218,0.2791898673182002,-0.3470150686464702,-0.6917682968169332,6/14/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small
0.23107502469732227,-0.11042701474742408,0.8101579745265006,0.1263473564750498,-0.025867861794622016,8/17/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
0.33968902005531315,-0.9433875027420218,0.6232532346408525,-1.0570587063287502,-0.5875502465658959,9/7/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small
0.49174861355650046,0.30605322924987477,0.8101579745265006,1.0730722067180898,0.25367955741121934,10/11/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
0.5786398098428932,-0.2145470757467488,0.8101579745265006,0.3630285690358098,0.009647367145392702,10/21/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
0.6981152047366831,-0.2145470757467488,0.3773520383987259,-1.0570587063287502,-0.2930262476492955,11/5/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
0.8067292000946741,1.1390137172444725,0.8101579745265006,-1.0570587063287502,2.567682413959125,11/18/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Large
0.9587887935958613,-0.9433875027420218,0.8101579745265006,1.3097534192788498,-0.498048866235034,11/29/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
1.0674027889538522,-1.0475075637413465,0.8101579745265006,-0.8203774937679902,-0.5284814148258518,12/10/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Vintage Cars,-0.04138332646667323,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1.1977395833834412,1.0348936562451478,-0.524450937336007,-0.5836962812072303,-0.13321638107891481,1/20/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Vintage Cars,-0.04138332646667323,S18_3320,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium
1.3389377773488293,1.5554939612417713,0.8101579745265006,0.1263473564750498,2.567682413959125,2/17/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Vintage Cars,-0.04138332646667323,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
